,Type,Name,Location,Capacity,Inspections,Phone
1576,PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PLAYSCHOOL,"18 SELKIRK BOULEVARD  RED DEER, AB  T4N 0G2  ",19,view,  403-342-6347
1577,PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PRESCHOOL,"4910 52 STREET  GIBBONS, AB  T0A 1N0  ",28,,  780-923-2727
1578,PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PRESCHOOL INC.,"2964 KINGSVIEW BLVD SE  AIRDRIE, AB  T4A 0C9  ",37,view,  403-561-2342
1579,PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDZ CHRISTIAN PRESCHOOL,"13111 79 STREET  EDMONTON, AB  T5C 1J4  ",24,view,  780-476-3196
1580,PRE-SCHOOL (FACILITY-BASED PROGRAM),KINGS KIDS OUT OF SCHOOL CARE,"2640 RUNDLELAWN ROAD NE  CALGARY, AB  T1Y 5X3  ",56,view,  403-285-4855
1581,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGS KIDS OUT OF SCHOOL CARE,"2640 RUNDLELAWN ROAD NE  CALGARY, AB  T1Y 5X3  ",56,view,  403-285-4855
1582,DAY CARE (FACILITY-BASED PROGRAM),KINGS POINTE VIEW DAYCARE INC.,"28 KINGSVIEW ROAD SE  SUITE 1180  AIRDRIE, AB  T4A 3L7  ",46,view,  403-383-7067
1583,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGS POINTE VIEW DAYCARE INC.,"28 KINGSVIEW ROAD SE  SUITE 1180  AIRDRIE, AB  T4A 3L7  ",46,view,  403-383-7067
1584,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGSLAND CHILD DEVELOPMENT CENTRE,"619 KINGSMERE CRESCENT SW  CALGARY, AB  T2V 2H9  ",60,view,  403-255-7828
1585,DAY CARE (FACILITY-BASED PROGRAM),KINGSLAND CHILD DEVELOPMENT CENTRE,"619 KINGSMERE CRESCENT SW  CALGARY, AB  T2V 2H9  ",60,view,  403-255-7828
1586,PRE-SCHOOL (FACILITY-BASED PROGRAM),KINGSLAND COMMUNITY PRESCHOOL,"505 78TH AVE SW  CALGARY, AB  T2V 0T3  ",20,view,  403-258-1308
1587,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINOSAYO OUT OF SCHOOL PROGRAM,"40 WOODLANDS ROAD  KEENOOSHAYO SCHOOL  ST. ALBERT, AB  T8N 3S7  ",42,view,  780-458-0098
1588,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KITSCOTY COMMUNITY CABIN 4 KIDS,"5016 51 STREET  KITSCOTY, AB  T0B 2P0  ",40,view,  780-846-2228
1589,DAY CARE (FACILITY-BASED PROGRAM),KITSCOTY COMMUNITY CABIN 4 KIDS,"5016 51 STREET  KITSCOTY, AB  T0B 2P0  ",40,view,  780-846-2228
1590,PRE-SCHOOL (FACILITY-BASED PROGRAM),KITSCOTY RUGRATS PLAYSCHOOL ASSOCIATION,"5014 51 AVE  KITSCOTY, AB  T0B 2P0  ",29,view,  780-846-2053
1591,DAY CARE (FACILITY-BASED PROGRAM),KITTENS' MITTENS CHILD CARE,"#201, 4514 CALGARY TRAIL NW  EDMONTON, AB  T6H 5W6  ",87,view,  780-902-7582
1592,DAY CARE (FACILITY-BASED PROGRAM),KLARVATTEN PLAZA DAYCARE,"16717 84 STREET  EDMONTON, AB  T5Z 0P9  ",130,view,  780-756-2006
1593,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLARVATTEN PLAZA DAYCARE,"16717 84 STREET  EDMONTON, AB  T5Z 0P9  ",130,view,  780-756-2006
1594,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS ACADEMY (TOWER 1 CENTER),"UNIT 102  11721 MACDONALD DRIVE  FORT MCMURRAY, AB  T9H 4H1  ",27,view,  780-791-0909
1595,DAY CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS ACADEMY (TOWER 1 CENTER),"UNIT 102  11721 MACDONALD DRIVE  FORT MCMURRAY, AB  T9H 4H1  ",27,view,  780-791-0909
1596,DAY CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS DAYCARE,"1 ALBERTA DRIVE  FORT MCMURRAY, AB  T9H 1P3  ",112,view,  780-715-2228
1597,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS DAYCARE,"1 ALBERTA DRIVE  FORT MCMURRAY, AB  T9H 1P3  ",112,view,  780-715-2228
1598,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLUB BEFORE AND AFTER SCHOOL CARE,"629 - 49 AVENUE SW  CALGARY, AB  T2S 1G6  ",36,view,  587-703-5582
1599,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLUB CARE TRINITY,"295 MIDPARK WAY SE  CALGARY, AB  T2X 2A8  ",50,view,  587-572-5582
1600,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTIN SCHOOL DAYCARE CENTRE,"101 CIMARRON GROVE CIRCLE  OKOTOKS, AB  T1S 2L9  ",40,view,  587-364-0011
1601,DAY CARE (FACILITY-BASED PROGRAM),KNOTTIN SCHOOL DAYCARE CENTRE,"101 CIMARRON GROVE CIRCLE  OKOTOKS, AB  T1S 2L9  ",40,view,  587-364-0011
1602,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTWOOD KINDER SCHOOL AND OUT OF SCHOOL CARE,"445 KNOTTWOOD ROAD WEST  EDMONTON, AB  T6K 3N1  ",40,view,  780-499-8204
1603,DAY CARE (FACILITY-BASED PROGRAM),KNOTTWOOD MONTESSORI DAY CARE,"1047 KNOTTWOOD ROAD EAST  EDMONTON, AB  T6K 3N5  ",72,view,  780-461-3320
1604,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTWOOD MONTESSORI DAY CARE,"1047 KNOTTWOOD ROAD EAST  EDMONTON, AB  T6K 3N5  ",72,view,  780-461-3320
1605,DAY CARE (FACILITY-BASED PROGRAM),KNOWLEDGE TREE EARLY LEARNING & CHILDCARE CENTRE,"4812 - 55 AVENUE  VALLEYVIEW, AB  T0H 3N0  ",59,view,  780-524-3827
1606,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOWLEDGE TREE EARLY LEARNING & CHILDCARE CENTRE,"4812 - 55 AVENUE  VALLEYVIEW, AB  T0H 3N0  ",59,view,  780-524-3827
1607,PRE-SCHOOL (FACILITY-BASED PROGRAM),KOINONIA CHRISTAN SCHOOL,"6014 - 57 AVENUE  RED DEER, AB  T4N 4S9  ",24,view,  403-346-1818
1608,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KREATIVE KIDZ CHILDCARE,"37/67 SIOUX ROAD  SHERWOOD PARK, AB  T8A 4C7  ",90,view,  780-417-0991
1609,DAY CARE (FACILITY-BASED PROGRAM),KREATIVE KIDZ CHILDCARE,"37/67 SIOUX ROAD  SHERWOOD PARK, AB  T8A 4C7  ",90,view,  780-417-0991
1610,DAY CARE (FACILITY-BASED PROGRAM),KRISTOPHER ROBYN'S CHILD CARE CENTRE,"109/115 23 AKINS DRIVE  ST. ALBERT, AB  T8N 3B3  ",100,view,  780-460-9711
1611,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KRISTOPHER ROBYN'S CHILD CARE CENTRE,"109/115 23 AKINS DRIVE  ST. ALBERT, AB  T8N 3B3  ",100,view,  780-460-9711
1612,PRE-SCHOOL (FACILITY-BASED PROGRAM),L'ECOLE DES PETITS PLAYSCHOOL,"4904 50 AVENUE  BEAUMONT, AB  T4X 1J9  ",22,view,  780-929-5445
1613,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA CRETE HEAD START,"10102 96 AVENUE  LA CRETE, AB  T0H 2A0  ",15,view,  780-928-3323
1614,DAY CARE (FACILITY-BASED PROGRAM),LA FORET ENCHANTEE LTD.,"360 - 94 AVENUE SE  CALGARY, AB  T2J 0E8  ",110,view,  403-813-3750
1615,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA FORET ENCHANTEE LTD.,"360 - 94 AVENUE SE  CALGARY, AB  T2J 0E8  ",110,view,  403-813-3750
1616,DAY CARE (FACILITY-BASED PROGRAM),LA GARDERIE CREFL,"2104 - 6 AVENUE SOUTH  LETHBRIDGE, AB  T1J 1C3  ",32,view,  403-393-0171
1617,DAY CARE (FACILITY-BASED PROGRAM),LA GARDERIE LES PETITS OURSONS,"4617-50 AVE  ST. PAUL, AB  T0A 3A3  ",28,view,  780-614-7234
1618,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA GLACE PLAYSCHOOL,"10026 - 100 AVENUE  LA GLACE SCHOOL  LAGLACE, AB  T0H 2J0  ",16,view,  780-505-0785
1619,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PERLE PLAYSCHOOL,"18715 - 97A AVENUE  LA PERLE SCHOOL  EDMONTON, AB  T5T 4C1  ",20,view,  780-483-1864
1620,DAY CARE (FACILITY-BASED PROGRAM),LA PETITE ACADEMY CHILDCARE,"9104 88 AVENUE NW  EDMONTON, AB  T6C 1M3  ",29,view,  780-680-8406
1621,DAY CARE (FACILITY-BASED PROGRAM),LA PETITE ACADEMY CHILDCARE CENTRE,"8806 92 ST NW  EDMONTON, AB  T6C 3R1  ",40,view,  780-680-8406
1622,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PETITE ECOLE DE LEGAL,"C.P. 28 5111 46 RUE  ECOLE CITADELLE  LEGAL, AB  T0G 1L0  ",17,view,  780-961-3557
1623,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE CAPUCINE - TDJ,"3720 - 42 STREET NW  CALGARY, AB  T3A 0C6  ",21,view,  587-913-1871
1624,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE CAPUCINE-ENM,"220 SCENIC ACRES DRIVE NW  CALGARY, AB  T3L 0E7  ",16,view,  587-913-1871
1625,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE LA COCCINELLE,"3303 CAPITOL HILL CRESCENT NW  ST. DAVID'S UNITED CHURCH  CALGARY, AB  T2M 2R2  ",18,view,  403-815-4063
1626,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA ROSE DES VENTS,"1165 RAVENSWOOD DRIVE  AIRDRIE, AB  T4A 0H3  ",60,view,  403-437-9438
1627,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"2, 199 MARTINDALE BLVD NE  CALGARY, AB  T3J 3G4  ",67,view,  403-280-9922
1628,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"2, 199 MARTINDALE BLVD NE  CALGARY, AB  T3J 3G4  ",67,view,  403-280-9922
1629,DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"2, 199 MARTINDALE BLVD NE  CALGARY, AB  T3J 3G4  ",67,view,  403-280-9922
1630,DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"809 WILLINGDON BLVD SE  CALGARY, AB  T2J 2B7  ",99,view,  403-278-1149
1631,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"809 WILLINGDON BLVD SE  CALGARY, AB  T2J 2B7  ",99,view,  403-278-1149
1632,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"809 WILLINGDON BLVD SE  CALGARY, AB  T2J 2B7  ",99,view,  403-278-1149
1633,DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SW,"110, 4800 RICHARD ROAD SW  CALGARY, AB  T3E 6L1  ",150,view,  403-217-5599
1634,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SW,"110, 4800 RICHARD ROAD SW  CALGARY, AB  T3E 6L1  ",150,view,  403-217-5599
1635,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE-OSC COCHRANE,"132 QUIGLEY DRIVE  COCHRANE, AB  T4C 1R1  ",40,view,  403-217-5599
1636,PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE PREMATERNELLE LA BOITE A SURPRISES,"RM 114 46 HERITAGE DRIVE  ECOLE LA MISSION  ST. ALBERT, AB  T8N 7J5  ",22,view,  780-459-9568
1637,DAY CARE (FACILITY-BASED PROGRAM),LAC LA BICHE LITTLE SPROUTS CHILD CARE,"10309-102 AVENUE  LAC LA BICHE, AB  T0A 2C0  ",105,view,  780-623-4110
1638,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAC LA BICHE LITTLE SPROUTS CHILD CARE,"10309-102 AVENUE  LAC LA BICHE, AB  T0A 2C0  ",105,view,  780-623-4110
1639,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAC LA BICHE REGIONAL ABORIGINAL/METIS HEADSTART NURSERY SCHOOL,"10147 105 STREET  LAC LA BICHE, AB  T0A 2C0  ",24,view,  780-623-3641
1640,PRE-SCHOOL (FACILITY-BASED PROGRAM),LACOMBE CHRISTIAN PLAYSCHOOL,"5737 53 AVENUE  LACOMBE, AB  T4L 1L3  ",24,view,  403-782-6531
1641,PRE-SCHOOL (FACILITY-BASED PROGRAM),LACOMBE MOTHER GOOSE PLAYSCHOOL,"2, 5227 C & E TRAIL  LACOMBE, AB  T4L 1J7  ",20,view,  403-782-5352
1642,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LACOMBE SCHOOL AGE PROGRAM,"5009 49 STREET  LACOMBE, AB  T4L 1Y2  ",80,view,  403-782-5728
1643,PRE-SCHOOL (FACILITY-BASED PROGRAM),LADYBUG PLAYSCHOOL ASSOCIATION,"6210 188 STREET  ST. MATTHIAS ANGLICAN CHURCH  EDMONTON, AB  T5T 5T4  ",20,view,  587-338-5284
1644,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAGO LINDO O.S.C.,"15004 76 STREET  J.A. FIFE SCHOOL  EDMONTON, AB  T5C 1C2  ",30,view,  780-414-6459
1645,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAGO LINDO PRESCHOOL,"17123 95 STREET  EDMONTON, AB  T5Z 1Z9  ",20,view,  780-457-0574
1646,DAY CARE (FACILITY-BASED PROGRAM),LAKE LOUISE SKI HILL DAYCARE,"1 WHITEHORN ROAD  LAKE LOUISE, AB  T0L 1E0  ",47,view,  403-522-1348
1647,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAKESIDE NURSERY SCHOOL,"808 CARIBOU TRAIL NE  SLAVE LAKE, AB  T0G 2A0  ",27,view,  780-849-4511
1648,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAKEVIEW AFTER SCHOOL CARE,"6&7 9104 179 AVENUE  EDMONTON, AB  T5Z 2K9  ",48,view,  780-457-2132
1649,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAKEVIEW COMMUNITY PRESCHOOL,"5336 LAKEVIEW DRIVE SW  CALGARY, AB  T3E 5R9  ",16,view,  403-826-2585
1650,DAY CARE (FACILITY-BASED PROGRAM),LAKEVIEW DAY CARE CENTRE,"12 9104 179 AVENUE  EDMONTON, AB  T5Z 2K9  ",49,view,  780-457-2132
1651,DAY CARE (FACILITY-BASED PROGRAM),LAKEWOOD CHILDCARE CENTRE,"1526 LAKEWOOD ROAD WEST  EDMONTON, AB  T6K 3J4  ",112,view,  780-462-9495
1652,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAKEWOOD CHILDCARE CENTRE,"1526 LAKEWOOD ROAD WEST  EDMONTON, AB  T6K 3J4  ",112,view,  780-462-9495
1653,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAMONT COMMUNITY PLAYSCHOOL,"5008 50 AVE  BOX 619  LAMONT, AB  T0B 2R0  ",22,view,  780-895-2668
1654,PRE-SCHOOL (FACILITY-BASED PROGRAM),LANGDON LEARNING CENTRE,"120, 355 CENTRE STREET  LANGDON, AB  T0J 1X2  ",30,view,  403-918-9364
1655,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LANGDON LEARNING CENTRE,"120, 355 CENTRE STREET  LANGDON, AB  T0J 1X2  ",30,view,  403-918-9364
1656,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LANSDOWNE CHILD CARE AND FAMILY CENTRE,"12323 51 AVENUE  LANSDOWNE ELEMENTARY SCHOOL  EDMONTON, AB  T6H 0M6  ",130,view,  780-437-5654
1657,DAY CARE (FACILITY-BASED PROGRAM),LANSDOWNE CHILD CARE AND FAMILY CENTRE,"12323 51 AVENUE  LANSDOWNE ELEMENTARY SCHOOL  EDMONTON, AB  T6H 0M6  ",130,view,  780-437-5654
1658,DAY CARE (FACILITY-BASED PROGRAM),LAPERLE CHILD DEVELOPMENT CENTRE,"9742 182 STREET  EDMONTON, AB  T5T 3T9  ",138,view,  780-489-2569
1659,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAPERLE CHILD DEVELOPMENT CENTRE,"9742 182 STREET  EDMONTON, AB  T5T 3T9  ",138,view,  780-489-2569
1660,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUDERDALE AFTERSCHOOL CARE,"10816 129 AVENUE  EDMONTON, AB  T5E 5W9  ",36,view,  780-475-1252
1661,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN - LANGDON,"344 CENTRE STREET  LANGDON, AB  T0J 1X1  ",45,view,  403-901-7888
1662,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN - LANGDON,"344 CENTRE STREET  LANGDON, AB  T0J 1X1  ",45,view,  403-901-7888
1663,PRE-SCHOOL (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN DEWINTON,"32156 HIGHWAY 552 EAST  (SCOTT SEAMAN SPORTS RINK)  DEWINTON, AB  T0L 0X0  ",68,view,  587-586-6119
1664,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN DEWINTON,"32156 HIGHWAY 552 EAST  (SCOTT SEAMAN SPORTS RINK)  DEWINTON, AB  T0L 0X0  ",68,view,  587-586-6119
1665,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH AND LEARN ACADEMY,"128, 636 KING STREET  SPRUCE GROVE, AB  T7X 4K5  ",36,view,  780-554-5934
1666,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAURIER HEIGHTS OUT OF SCHOOL CARE,"8210 142 STREET  LAURIER HEIGHTS SCHOOL  EDMONTON, AB  T5R 0L9  ",120,view,  780-497-1334
1667,DAY CARE (FACILITY-BASED PROGRAM),LAURIER HEIGHTS OUT OF SCHOOL CARE,"8210 142 STREET  LAURIER HEIGHTS SCHOOL  EDMONTON, AB  T5R 0L9  ",120,view,  780-497-1334
1668,DAY CARE (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4312 34 STREET  BONNYVILLE, AB  T9N 2R3  ",25,view,  780-815-0791
1669,PRE-SCHOOL (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4312 34 STREET  BONNYVILLE, AB  T9N 2R3  ",25,view,  780-815-0791
1670,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4312 34 STREET  BONNYVILLE, AB  T9N 2R3  ",25,view,  780-815-0791
1671,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LE PAYS DES JEUX,"4810 34TH STREET  RED DEER, AB  T4N 6K6  ",54,view,  780-468-6934
1672,DAY CARE (FACILITY-BASED PROGRAM),LE PAYS DES JEUX,"4810 34TH STREET  RED DEER, AB  T4N 6K6  ",54,view,  780-468-6934
1673,DAY CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"19369 SHERIFF KING STREET SW  SUITE 750  CALGARY, AB  T2X 0T9  ",80,view,  403-264-0515
1674,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"19369 SHERIFF KING STREET SW  SUITE 750  CALGARY, AB  T2X 0T9  ",80,view,  403-264-0515
1675,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"19369 SHERIFF KING STREET SW  SUITE 750  CALGARY, AB  T2X 0T9  ",80,view,  403-264-0515
1676,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE WALDEN,"260, 151 WALDEN GATE SE  CALGARY, AB  T2X 0R2  ",40,view,  403-453-1020
1677,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE WALDEN,"260, 151 WALDEN GATE SE  CALGARY, AB  T2X 0R2  ",40,view,  403-453-1020
1678,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAPAH'S LEARNING GARDEN,"11610 65 AVENUE  U OF A SOUTH CAMPUS  EDMONTON, AB  T6G 2E1  ",20,view,  780-492-7300
1679,DAY CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS CHILD CARE,"4820 54 STREET  STETTLER, AB  T0C 2L2  ",31,view,  403-741-9666
1680,DAY CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS EARLY LEARNING CENTRE,"2803 48 STREET  EDMONTON, AB  T6L 5T7  ",77,view,  780-450-0467
1681,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS EARLY LEARNING CENTRE,"2803 48 STREET  EDMONTON, AB  T6L 5T7  ",77,view,  780-450-0467
1682,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARN 'N' LAUGH OUT OF SCHOOL CARE,"5735 - 58 STREET  ROCKY MOUNTAIN HOUSE, AB  T4T 1S2  ",14,view,  403-844-5924
1683,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARN AND PLAY PRESCHOOL ACADEMY,"113, 178 - 96 AVENUE NE  CALGARY, AB  T3K 6G4  ",24,view,  403-274-4949
1684,DAY CARE (FACILITY-BASED PROGRAM),"LEARN, LOVE 'N LAUGH CHILD CARE CENTRE","102 17 ATHABASCA AVE  DEVON, AB  T9G 1G5  ",36,view,  780-987-3349
1685,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),"LEARN, LOVE 'N' LAUGH OUT OF SCHOOL CARE","102 17 ATHABASCA AVE.  DEVON, AB  T9G 1G5  ",31,view,  780-987-3349
1686,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARN-A-LOT PLAYSCHOOL,"5895B 8 STREET W  CLARESHOLM, AB  T0L 0T0  ",24,view,  403-625-4551
1687,DAY CARE (FACILITY-BASED PROGRAM),LEARN-N-SHARE DAY CARE,"1498 KNOTTWOOD ROAD NORTH  EDMONTON, AB  T6K 2K1  ",23,view,  780-293-5258
1688,DAY CARE (FACILITY-BASED PROGRAM),LEARNED ROBIN MONTESSORI DAY CARE,"10571 115 STREET NW  EDMONTON, AB  T5H 3K4  ",70,view,  780-977-7294
1689,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNED ROBIN MONTESSORI DAY CARE,"10571 115 STREET NW  EDMONTON, AB  T5H 3K4  ",70,view,  780-977-7294
1690,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING ADVENTURES PRE-SCHOOL,"2839 - 49TH STREET S.W.  CALGARY, AB  T3E 3X9  ",32,view,  403-242-2896
1691,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING EXPERIENCE PRESCHOOL,"10 - 17107 JAMES MCKEVITT ROAD SW  CALGARY, AB  T2Y 3Y4  ",82,view,  403-256-1417
1692,DAY CARE (FACILITY-BASED PROGRAM),LEARNING EXPERIENCE PRESCHOOL,"10 - 17107 JAMES MCKEVITT ROAD SW  CALGARY, AB  T2Y 3Y4  ",82,view,  403-256-1417
1693,DAY CARE (FACILITY-BASED PROGRAM),LEARNING FOR LIFE CHILD CARE,"3303 37 STREET  EDMONTON, AB  T6L 5P9  ",113,view,  780-428-0828
1694,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING FOR LIFE CHILD CARE,"3303 37 STREET  EDMONTON, AB  T6L 5P9  ",113,view,  780-428-0828
1695,DAY CARE (FACILITY-BASED PROGRAM),LEARNING HANDS DAYCARE & OSC,"UNITS -16615 /16621-83 AVENUE NW  EDMONTON, AB  T5R 3V8  ",69,view,  780-758-6647
1696,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING HANDS DAYCARE & OSC,"UNITS -16615 /16621-83 AVENUE NW  EDMONTON, AB  T5R 3V8  ",69,view,  780-758-6647
1697,DAY CARE (FACILITY-BASED PROGRAM),LEARNING LADDER CHILDCARE LTD,"#203 15806 100 AVENUE NW  EDMONTON, AB  T5P 0L2  ",75,view,  780-935-6394
1698,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING LADDER CHILDCARE LTD,"#203 15806 100 AVENUE NW  EDMONTON, AB  T5P 0L2  ",75,view,  780-935-6394
1699,DAY CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY CHILD DEVELOPMENT CENTRE,"14618 50 STREET  EDMONTON, AB  T5A 4W9  ",88,view,  780-476-4322
1700,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY CHILD DEVELOPMENT CENTRE,"14618 50 STREET  EDMONTON, AB  T5A 4W9  ",88,view,  780-476-4322
1701,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY MONTESSORI DAY CARE,"8620 91 STREET  RUTHERFORD SCHOOL  EDMONTON, AB  T6C 0M1  ",56,view,  780-469-0963
1702,DAY CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY MONTESSORI DAY CARE,"8620 91 STREET  RUTHERFORD SCHOOL  EDMONTON, AB  T6C 0M1  ",56,view,  780-469-0963
1703,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING TOGETHER PRESCHOOL,"12721 120 ST NW  EDMONTON, AB  T5E 5N4  ",25,view,  780-720-1359
1704,PRE-SCHOOL (FACILITY-BASED PROGRAM),LEGACIES ACADEMY,"410 MACLEOD TRAIL SW  HIGH RIVER, AB  T1V 1B5  ",20,view,  403-875-0194
1705,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEGACY CHILDCARE,"SUITE 102, 400-6 AVE. NE  SLAVE LAKE, AB  T0G 2A2  ",184,view,  780-849-2365
1706,DAY CARE (FACILITY-BASED PROGRAM),LEGACY CHILDCARE,"SUITE 102, 400-6 AVE. NE  SLAVE LAKE, AB  T0G 2A2  ",184,view,  780-849-2365
1707,DAY CARE (FACILITY-BASED PROGRAM),LEGACY MONTESSORI ACADEMY LTD.,"5128 - 150 LEGACY MAIN STREET SE  CALGARY, AB  T2X 2C2  ",51,view,  403-903-4042
1708,DAY CARE (FACILITY-BASED PROGRAM),LEGAL CHILD CENTRE,"5122 - 46 STREET  LEGAL, AB  T0G 1L0  ",45,view,  780-271-6643
1709,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEGAL CHILD CENTRE,"5122 - 46 STREET  LEGAL, AB  T0G 1L0  ",45,view,  780-271-6643
1710,DAY CARE (FACILITY-BASED PROGRAM),LES ANGES CHILD CARE CENTRE,"103, 139 - 18 AVENUE NE  CALGARY, AB  T2E 1N1  ",30,view,  403-509-0881
