Type,Name,Location,Capacity,Phone
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE,"11824 ST. ALBERT TRAIL  EDMONTON, AB  T5L 4G4",128,587-524-6366
DAY CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE,"11824 ST. ALBERT TRAIL  EDMONTON, AB  T5L 4G4",128,587-524-6366
DAY CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE BELMONT CENTRE,"13508 VICTORIA TRAIL NW  EDMONTON, AB  T5A 5C9",38,587-524-6366
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE BELMONT CENTRE,"13508 VICTORIA TRAIL NW  EDMONTON, AB  T5A 5C9",38,587-524-6366
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE OAKS EARLY EDUCATION,"7904 - 43 AVENUE NW  CALGARY, AB  T3B 4P9",25,825-437-1422
DAY CARE (FACILITY-BASED PROGRAM),LITTLE OAKS EARLY EDUCATION,"7904 - 43 AVENUE NW  CALGARY, AB  T3B 4P9",25,825-437-1422
DAY CARE (FACILITY-BASED PROGRAM),LITTLE OTTERS DAY CARE CENTRE,"4409 BLACK GOLD DRIVE  LEDUC, AB  T9E 4R1",40,780-986-6848
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE OTTERS DAY CARE CENTRE,"4409 BLACK GOLD DRIVE  LEDUC, AB  T9E 4R1",40,780-986-6848
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE OWL LEARNING CENTRE INC.,"101 6TH STREET SE  MEDICINE HAT, AB  T1A 1G7",78,403-527-9934
DAY CARE (FACILITY-BASED PROGRAM),LITTLE OWL LEARNING CENTRE INC.,"101 6TH STREET SE  MEDICINE HAT, AB  T1A 1G7",78,403-527-9934
DAY CARE (FACILITY-BASED PROGRAM),LITTLE PEARLS DAYCARE,"114 2230 TRUMPETER WAY NW  EDMONTON, AB  T5S 0N5",53,780-710-2107
DAY CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLE'S DAYCARE,"2461 104 STREET  EDMONTON, AB  T6J 4R1",82,780-437-7429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLE'S DAYCARE,"2461 104 STREET  EDMONTON, AB  T6J 4R1",82,780-437-7429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLES @ HERITAGE OUT OF SCHOOL CARE,"3034 106 STREET  EDMONTON, AB  T6J 5M5",45,780-438-0363
DAY CARE (FACILITY-BASED PROGRAM),LITTLE RASCALS CHILD CARE CENTER,"140B SHERWOOD DRIVE  HINTON, AB  T7V 1P6",14,709-572-0845
DAY CARE (FACILITY-BASED PROGRAM),LITTLE ROOTS LEARNING CENTRE,"10623 WEST VALLEY ROAD SW  CALGARY, AB  T3B 5T2",37,403-473-5955
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SAPLINGS MONTESSORI PRESCHOOL,"4908 51 STREET  BEAUMONT, AB  T4X 1E4",20,587-474-0174
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS CHILD CARE,"220 10423 101 STREET  EDMONTON, AB  T5H 0E7",73,780-425-9688
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE ECS LTD.,"UNIT 106, 625 - 42 AVENUE NE  CALGARY, AB  T2E 6S1",92,403-471-5225
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE GREENVIEW,"104, 625 - 42 AVENUE NE  CALGARY, AB  T2E 7J9",179,403-769-9515
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE GREENVIEW,"104, 625 - 42 AVENUE NE  CALGARY, AB  T2E 7J9",179,403-769-9515
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE INC.,"1312 BERKLEY DRIVE NW  CALGARY, AB  T3K 1S9",77,403-452-4320
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE INC.,"1312 BERKLEY DRIVE NW  CALGARY, AB  T3K 1S9",77,403-452-4320
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SCHOLARS PRESCHOOL,"5204 SPRUCE ROAD  INNISFAIL, AB  T4G 1E3",17,403-348-9750
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOOL AGE PROGRAM LTD,"5009 49TH STREET  LACOMBE, AB  T4L 1Y2",20,403-896-8271
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SPROUTS EARLY LEARNING CENTRE INC.,"2920 18 AVE N  LETHBRIDGE, AB  T1H 5B7",24,587-486-8799
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SPROUTS PRESCHOOL INC.,"219, 125 MAIN STREET  AIRDRIE, AB  T4B 0P7",36,403-945-0028
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STAR OUT OF SCHOOL PROGRAM,"105 COTTONWOOD DRIVE  BLACKFALDS, AB  T0M 0J0",40,587-877-7827
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"5009 BROADWAY AVENUE  BLACKFALDS, AB  T0M 0J0",41,403-885-0138
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"5009 BROADWAY AVENUE  BLACKFALDS, AB  T0M 0J0",41,403-885-0138
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"5009 BROADWAY AVENUE  BLACKFALDS, AB  T0M 0J0",41,403-885-0138
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS DAY CARE,"11203 68 STREET NW  EDMONTON, AB  T5B 1N6",38,780-819-3447
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS DAYCARE AND PRESCHOOL,"3730 WESTWINDS DRIVE NE  CALGARY, AB  T3J 5H3",132,403-457-7787
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STARS DAYCARE AND PRESCHOOL,"3730 WESTWINDS DRIVE NE  CALGARY, AB  T3J 5H3",132,403-457-7787
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS LTD.,"12400 CRESTMONT BLVD SW  CALGARY, AB  T3B 5W5",34,403-241-6261
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS MONTESSORI EARLY LEARNING CENTER,"220 - 280 PIONEER ROAD  SPRUCE GROVE, AB  T7X 2W3",49,780-571-4500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STARS MONTESSORI EARLY LEARNING CENTER,"220 - 280 PIONEER ROAD  SPRUCE GROVE, AB  T7X 2W3",49,780-571-4500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS,"19 RIVERVALLEY DRIVE SE  CALGARY, AB  T2C 3Z7",130,403-605-6354
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS,"1321-4TH AVENUE  WAINWRIGHT, AB  T9W 2R7",30,780-842-3808
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS,"19 RIVERVALLEY DRIVE SE  CALGARY, AB  T2C 3Z7",130,403-605-6354
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS,"19 RIVERVALLEY DRIVE SE  CALGARY, AB  T2C 3Z7",130,403-605-6354
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS - EARL GREY OSC,"845 HILLCREST AVENUE SW  CALGARY, AB  T2T 0Z1",55,403-554-3605
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - EARL GREY OSC,"845 HILLCREST AVENUE SW  CALGARY, AB  T2T 0Z1",55,403-554-3605
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - GOOD SHEPHERD,"1319 THORBURN DRIVE SE  AIRDRIE, AB  T4A 2C4",115,403-710-8327
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - NORTHERN LIGHTS,"711 COVENTRY DRIVE NE  CALGARY, AB  T3K 4C7",140,403-710-8327
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - ST VERONICA,"380 COOPERS DRIVE SW  AIRDRIE, AB  T4B 0K2",110,403-710-8327
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS CHILDCARE,"UNIT 322, 8338 - 18 STREET SE  CALGARY, AB  T2C 4E4",34,403-369-5815
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS DEVELOPMENT CENTRE,"4611 54 AVENUE  REDWATER, AB  T0A 2W0",70,780-580-2293
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS DEVELOPMENT CENTRE,"4611 54 AVENUE  REDWATER, AB  T0A 2W0",70,780-580-2293
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS PRESCHOOL - AIRDRIE,"113, 44 GATEWAY DRIVE NE  AIRDRIE, AB  T4B 0J6",24,403-710-8327
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES CHILDREN'S CENTRE,"4-5129 39 STREET  LLOYDMINSTER, AB  T9V 1Z9",44,780-872-7504
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES CHILDREN'S CENTRE,"4-5129 39 STREET  LLOYDMINSTER, AB  T9V 1Z9",44,780-872-7504
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC.,"250, 639 - 5 AVENUE SW  CALGARY, AB  T2P 0M9",90,403-452-4746
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC. - AIRDRIE,"411, 401 COOPERS BLVD SW  AIRDRIE, AB  T4B 4J3",148,403-948-9933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC. - AIRDRIE,"411, 401 COOPERS BLVD SW  AIRDRIE, AB  T4B 4J3",148,403-948-9933
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INGLEWOOD,"101, 1526 - 9 AVENUE SE  CALGARY, AB  T2G 0T7",82,587-356-1455
DAY CARE (FACILITY-BASED PROGRAM),LITTLE VILLAGE DAYCARE,"5113 LAC STE ANNE TRAIL S  ONOWAY, AB  T0E 1V0",32,780-907-4019
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE VILLAGE DAYCARE,"5113 LAC STE ANNE TRAIL S  ONOWAY, AB  T0E 1V0",32,780-907-4019
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE WONDERS CHILD DEVELOPMENT CENTRE,"9811 108 STREET  FORT SASKATCHEWAN, AB  T8L 2J2",92,780-998-3505
DAY CARE (FACILITY-BASED PROGRAM),LITTLE WONDERS CHILD DEVELOPMENT CENTRE,"9811 108 STREET  FORT SASKATCHEWAN, AB  T8L 2J2",92,780-998-3505
DAY CARE (FACILITY-BASED PROGRAM),LITTLE WONDERS DAYCARE,"15976 109 AVE NW  EDMONTON, AB  T5P 1B7",98,780-760-8200
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE WONDERS DAYCARE,"15976 109 AVE NW  EDMONTON, AB  T5P 1B7",98,780-760-8200
DAY CARE (FACILITY-BASED PROGRAM),LITTLE WORLDS LEARNING CENTER,"13, 6325 - 12 STREET SE  CALGARY, AB  T2H 2K1",102,403-252-3429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE WORLDS LEARNING CENTER,"13, 6325 - 12 STREET SE  CALGARY, AB  T2H 2K1",102,403-252-3429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LLOYDMINSTER PLAY AND LEARN DAYCARE SOCIETY,"6604 35 STREET  LLOYDMINSTER, AB  T9V 3H1",94,780-872-5070
DAY CARE (FACILITY-BASED PROGRAM),LLOYDMINSTER PLAY AND LEARN DAYCARE SOCIETY,"6604 35 STREET  LLOYDMINSTER, AB  T9V 3H1",94,780-872-5070
DAY CARE (FACILITY-BASED PROGRAM),LOLLYPOP DAY CARE #1,"5320/5322 118 AVENUE  EDMONTON, AB  T5W 1C4",76,780-477-1152
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LOLLYPOP DAY CARE #1,"5320/5322 118 AVENUE  EDMONTON, AB  T5W 1C4",76,780-477-1152
PRE-SCHOOL (FACILITY-BASED PROGRAM),LONDONDERRY CHILD DEVELOPMENT SOCIETY,"13931 - 140 STREET  EDMONTON, AB  T6V 1J7",22,780-473-7216
PRE-SCHOOL (FACILITY-BASED PROGRAM),LORELEI BEAUMARIS COMMUNITY PLAYSCHOOL,"16220 - 103 STREET  EDMONTON, AB  T5X 3A9",25,780-456-2031
DAY CARE (FACILITY-BASED PROGRAM),LORELEI DAYCARE CENTRE,"10815 164 AVENUE  EDMONTON, AB  T5X 2B7",95,780-457-1000
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LORELEI DAYCARE CENTRE,"10815 164 AVENUE  EDMONTON, AB  T5X 2B7",95,780-457-1000
DAY CARE (FACILITY-BASED PROGRAM),LOTSA TOTS CHILD CARE CENTRE,"29 MICHENER BEND  RED DEER, AB  T4N 5Y5",58,403-343-8472
DAY CARE (FACILITY-BASED PROGRAM),LOTSA TOTS WEST,"140-6960 TAYLOR DRIVE  RED DEER, AB  T4P 0Z7",93,403-986-6364
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LOTSA TOTS WEST,"140-6960 TAYLOR DRIVE  RED DEER, AB  T4P 0Z7",93,403-986-6364
PRE-SCHOOL (FACILITY-BASED PROGRAM),LOUGHEED PLAYSCHOOL,"4908 48TH AVENUE  LOUGHEED, AB  T0B 2V0",22,780-386-3799
PRE-SCHOOL (FACILITY-BASED PROGRAM),LOVING TO LEARN PRESCHOOL,"5226 51 AVE  LACOMBE, AB  T4L 1H8",24,403-597-5709
DAY CARE (FACILITY-BASED PROGRAM),LOVING TO LEARN PRESCHOOL,"5226 51 AVE  LACOMBE, AB  T4L 1H8",24,403-597-5709
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LOVING TO LEARN PRESCHOOL,"5226 51 AVE  LACOMBE, AB  T4L 1H8",24,403-597-5709
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LUX DAYCARE AND OUT OF SCHOOL CARE,"1308 WINDERMERE WAY SW  EDMONTON, AB  T6W 2J3",90,780-885-6590
DAY CARE (FACILITY-BASED PROGRAM),LUX DAYCARE AND OUT OF SCHOOL CARE,"1308 WINDERMERE WAY SW  EDMONTON, AB  T6W 2J3",90,780-885-6590
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LYCEE LOUIS PASTEUR SOCIETY,"4099 GARRISON BLVD SW  CALGARY, AB  T2T 6G2",146,403-243-5420
DAY CARE (FACILITY-BASED PROGRAM),LYCEE LOUIS PASTEUR SOCIETY,"4099 GARRISON BLVD SW  CALGARY, AB  T2T 6G2",146,403-243-5420
DAY CARE (FACILITY-BASED PROGRAM),LYNNWOOD DAYCARE,"8708 150 STREET NW  EDMONTON, AB  T5R 1E4",55,780-758-8581
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LYNNWOOD DAYCARE,"8708 150 STREET NW  EDMONTON, AB  T5R 1E4",55,780-758-8581
DAY CARE (FACILITY-BASED PROGRAM),LYNNWOOD LEARNING CENTRE,"1A, 7005 - 18 STREET SE  CALGARY, AB  T2C 1Y1",132,403-294-0025
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LYNNWOOD LEARNING CENTRE,"1A, 7005 - 18 STREET SE  CALGARY, AB  T2C 1Y1",132,403-294-0025
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN AIRDRIE CROSSING,"1000, 20 GATEWAY DRIVE NE  AIRDRIE, AB  T4B 3P3",342,587-449-9293
DAY CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN AIRDRIE CROSSING,"1000, 20 GATEWAY DRIVE NE  AIRDRIE, AB  T4B 3P3",342,587-449-9293
DAY CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN CHILD DEVELOPMENT CENTER (KINGS HEIGHTS),"101, 2926 KINGSVIEW BLVD SE  AIRDRIE, AB  T4A 0C9",384,403-948-4292
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN CHILD DEVELOPMENT CENTER (KINGS HEIGHTS),"101, 2926 KINGSVIEW BLVD SE  AIRDRIE, AB  T4A 0C9",384,403-948-4292
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN SIERRA SPRINGS,"2868 MAIN STREET SOUTH  AIRDRIE, AB  T4B 3G4",460,403-948-0234
DAY CARE (FACILITY-BASED PROGRAM),MAGIC MOUNTAIN SIERRA SPRINGS,"2868 MAIN STREET SOUTH  AIRDRIE, AB  T4B 3G4",460,403-948-0234
DAY CARE (FACILITY-BASED PROGRAM),MAHOGANY LEARNING CENTRE,"160, 4 MAHOGANY ROW SE  CALGARY, AB  T3M 0T2",173,403-720-0870
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAHOGANY LEARNING CENTRE,"160, 4 MAHOGANY ROW SE  CALGARY, AB  T3M 0T2",173,403-720-0870
DAY CARE (FACILITY-BASED PROGRAM),MAHOGANY SCHOLARS PRESCHOOL,"9 MAHOGANY ROW SE  CALGARY, AB  T3M 0T2",76,403-475-5635
PRE-SCHOOL (FACILITY-BASED PROGRAM),MALLAIG PRESCHOOL,"3110 1ST W  MALLAIG, AB  T0A 2K0",20,780-635-3858
PRE-SCHOOL (FACILITY-BASED PROGRAM),MALMO PREKINDERGARTEN,"4716 - 115 STREET  MALMO ELEMENTARY SCHOOL  EDMONTON, AB  T6H 3N8",20,780-438-0431
DAY CARE (FACILITY-BASED PROGRAM),MAMA ROZA GARDEN CHILDCARE,"104 11010 101 STREET  EDMONTON, AB  T5H 4B9",83,780-420-6708
DAY CARE (FACILITY-BASED PROGRAM),MAMA'S DAYCARE #2,"6516 118 AVENUE  EDMONTON, AB  T5W 1G6",52,587-521-1799
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAMA'S DAYCARE #2,"6516 118 AVENUE  EDMONTON, AB  T5W 1G6",52,587-521-1799
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MANNING CROSSING DAYCARE CENTRE,"662 MANNING CROSSING NW  EDMONTON, AB  T5A 5A1",135,780-478-2271
DAY CARE (FACILITY-BASED PROGRAM),MANNING CROSSING DAYCARE CENTRE,"662 MANNING CROSSING NW  EDMONTON, AB  T5A 5A1",135,780-478-2271
DAY CARE (FACILITY-BASED PROGRAM),MANNING EARLY LEARNING & CHILD CARE CENTRE-THE LEARNING TREE,"202 3RD AVENUE SE  MANNING, AB  T0H 2M0",62,780-836-2588
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MANNING OUT OF SCHOOL CARE,"#603-3RD ST.SE  MANNING, AB  T0H 2M0",25,780-836-2758
PRE-SCHOOL (FACILITY-BASED PROGRAM),MANNVILLE PRESCHOOL,"5002-52 AVE  MANNVILLE, AB  T0B 2W0",30,780-763-3615
PRE-SCHOOL (FACILITY-BASED PROGRAM),MAPLE LEAF DAYCARE,"1000, 4651 - 128 AVENUE NE  (SKYVIEW)  CALGARY, AB  T3N 1V1",73,403-888-3570
DAY CARE (FACILITY-BASED PROGRAM),MAPLE LEAF DAYCARE,"1000, 4651 - 128 AVENUE NE  (SKYVIEW)  CALGARY, AB  T3N 1V1",73,403-888-3570
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE LEAF DAYCARE,"1000, 4651 - 128 AVENUE NE  (SKYVIEW)  CALGARY, AB  T3N 1V1",73,403-888-3570
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE ROOTS OOSC GLAMORGAN,"50 GRAFTON DRIVE SW  CALGARY, AB  T3E 4W3",50,403-200-1378
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE ROOTS OOSC GUARDIAN ANGEL,"20 ASPEN HILLS DRIVE SW  CALGARY, AB  T3H 0P8",90,403-200-1378
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE ROOTS OOSC HAYSBORO,"1123 - 87 AVENUE SW  CALGARY, AB  T2V 0W2",45,403-777-8530
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE ROOTS OOSC ST THOMAS AQUINAS,"4540 - 26 AVENUE SW  CALGARY, AB  T3E 0R1",50,403-200-1378
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAPLE ROOTS OOSC WEST SPRINGS,"8999 WENTWORTH AVENUE SW  CALGARY, AB  T3H 0P7",60,403-200-1378
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARDA LOOP COMMUNITIES ASSOCIATION,"1638 - 30 AVENUE SW  CALGARY, AB  T2T 1P4",19,403-910-5737
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARIA MONTESSORI EDUCATION CENTRE OF CALGARY LTD.,"1721 - 29 AVENUE SW  CALGARY, AB  T2T 6T7",41,403-605-3580
DAY CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI EDUCATION CENTRE OF CALGARY LTD.,"1721 - 29 AVENUE SW  CALGARY, AB  T2T 6T7",41,403-605-3580
DAY CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE,"3379/3381/3383 28A AVENUE  EDMONTON, AB  T6T 0P9",111,587-523-4100
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE,"3379/3381/3383 28A AVENUE  EDMONTON, AB  T6T 0P9",111,587-523-4100
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE,"3379/3381/3383 28A AVENUE  EDMONTON, AB  T6T 0P9",111,587-523-4100
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE-82 STREET,"11730 82 STREET  EDMONTON, AB  T5B 2W1",110,780-758-4600
DAY CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE-82 STREET,"11730 82 STREET  EDMONTON, AB  T5B 2W1",110,780-758-4600
DAY CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES DAYCARE-DOWNTOWN,"10545 108 STREET  EDMONTON, AB  T5H 2Z8",135,780-705-1834
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES DAYCARE-DOWNTOWN,"10545 108 STREET  EDMONTON, AB  T5H 2Z8",135,780-705-1834
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARIA MONTESSORI STEPPING STONES DAYCARE-DOWNTOWN,"10545 108 STREET  EDMONTON, AB  T5H 2Z8",135,780-705-1834
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARLBOROUGH PARK PRESCHOOL,"6021 MADIGAN DRIVE NE  CALGARY, AB  T2A 5G9",20,403-235-2996
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARTHA'S DAY CARE,"7240 180 STREET  ST. MARTHA SCHOOL  EDMONTON, AB  T5T 3B1",45,780-487-0153
DAY CARE (FACILITY-BASED PROGRAM),MARTHA'S DAY CARE,"7240 180 STREET  ST. MARTHA SCHOOL  EDMONTON, AB  T5T 3B1",45,780-487-0153
PRE-SCHOOL (FACILITY-BASED PROGRAM),MARWAYNE L'IL CRITTERS PLAYSCHOOL SOCIETY,"SW 25 52 3 W4  115 RAILWAY AVE SOUTH  MARWAYNE, AB  T0B 2X0",20,306-830-2872
DAY CARE (FACILITY-BASED PROGRAM),MARY HANLEY ST. FRANCIS CHILDCARE,"3330 37 STREET NW  MARY HANLEY SCHOOL  EDMONTON, AB  T6L 5X1",32,587-435-0055
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARY HANLEY ST. FRANCIS CHILDCARE,"3330 37 STREET NW  MARY HANLEY SCHOOL  EDMONTON, AB  T6L 5X1",32,587-435-0055
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MARYVIEW SCHOOL AGE PROGRAM,"3829 39 STREET  RED DEER, AB  T4N 0Y6",42,403-596-9787
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MASTER'S BEFORE AND AFTER SCHOOL PROGRAM,"4414 CROWCHILD TRAIL SW  CALGARY, AB  T2T 5J4",195,403-671-0876
DAY CARE (FACILITY-BASED PROGRAM),MASTERMINDS DAYCARE CENTRE,"580 GRIESBACH PARADE NW  EDMONTON, AB  T5E 4H5",55,780-752-2273
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MATTIE MCCULLOUGH SCHOOL AGE PROGRAM,"26 LAWFORD AVENUE  RED DEER, AB  T4R 3L6",42,403-347-7973
PRE-SCHOOL (FACILITY-BASED PROGRAM),MAYERTHORPE PLAYGROUP,"4907 - 52 STREET  MAYERTHORPE, AB  T0E 1N0",20,780-786-2414
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MAYLAND HEIGHTS CHILD CARE CENTRE LTD.,"1416 - 21 STREET NE  CALGARY, AB  T2E 4Y6",48,403-276-5391
DAY CARE (FACILITY-BASED PROGRAM),MAYLAND HEIGHTS CHILD CARE CENTRE LTD.,"1416 - 21 STREET NE  CALGARY, AB  T2E 4Y6",48,403-276-5391
DAY CARE (FACILITY-BASED PROGRAM),MCCAULEY COMMUNITY DAY CARE,"9624 108 AVENUE  SACRED HEART SCHOOL  EDMONTON, AB  T5H 1A4",84,780-424-9367
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MCCAULEY COMMUNITY DAY CARE,"9624 108 AVENUE  SACRED HEART SCHOOL  EDMONTON, AB  T5H 1A4",84,780-424-9367
DAY CARE (FACILITY-BASED PROGRAM),MCE CHILDCARE,"10721 86 AVENUE NW  EDMONTON, AB  T6E 2M8",25,780-257-3236
PRE-SCHOOL (FACILITY-BASED PROGRAM),MCHA JUNIOR KINDERGARTEN CENTRE,"4911 53 STREET  AMISK, AB  T0B 0B0",19,780-856-3771
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MCKEE AFTER SCHOOL PROGRAM,"10725 51 AVENUE  MCKEE ELEMENTARY SCHOOL  EDMONTON, AB  T6H 0L3",55,780-434-5297
DAY CARE (FACILITY-BASED PROGRAM),MCKEE CHILD CARE CENTRE,"10725 51 AVENUE  MCKEE SCHOOL  EDMONTON, AB  T6H 0L3",66,780-436-0036
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MCKENZIE LAKE CHILDCARE,"16198 MCKENZIE LAKE WAY SE  CALGARY, AB  T2Z 1L7",115,403-257-1823
PRE-SCHOOL (FACILITY-BASED PROGRAM),MCKENZIE LAKE CHILDCARE,"16198 MCKENZIE LAKE WAY SE  CALGARY, AB  T2Z 1L7",115,403-257-1823
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),MCKERNAN CHILD CARE SOCIETY AFTER SCHOOL,"11341 78 AVE  EDMONTON, AB  T6G 0N1",100,780-437-1971
DAY CARE (FACILITY-BASED PROGRAM),MCKERNAN CHILD CARE SOCIETY AFTER SCHOOL,"11341 78 AVE  EDMONTON, AB  T6G 0N1",100,780-437-1971
