Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),LES ANGES CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-509-0881
DAY CARE (FACILITY-BASED PROGRAM),LES JOYEUX COLIBRIS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-528-2881
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES JOYEUX COLIBRIS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-528-2881
DAY CARE (FACILITY-BASED PROGRAM),LES KINOU-CHOUX/ECOLE VOYAGEUR,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-594-0444
PRE-SCHOOL (FACILITY-BASED PROGRAM),LES KINOU-CHOUX/ECOLE VOYAGEUR,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-594-0444
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES KINOU-CHOUX/ECOLE VOYAGEUR,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-594-0444
PRE-SCHOOL (FACILITY-BASED PROGRAM),LES PETITES ABEILLES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",23,403-851-0244
DAY CARE (FACILITY-BASED PROGRAM),LES PETITES ABEILLES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",23,403-851-0244
DAY CARE (FACILITY-BASED PROGRAM),LES PETITS GEANTS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",124,587-576-9815
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES PETITS GEANTS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",124,587-576-9815
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES PETITS GEANTS - NM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,587-894-6690
PRE-SCHOOL (FACILITY-BASED PROGRAM),LES PETITS SOLEILS INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-709-2609
DAY CARE (FACILITY-BASED PROGRAM),LES PETITS SOLEILS INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-709-2609
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES PETITS SOLEILS INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-709-2609
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LES TOURNESOLS/SUNFLOWERS BILINGUAL MONTESSORI CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-431-2534
DAY CARE (FACILITY-BASED PROGRAM),LES TOURNESOLS/SUNFLOWERS BILINGUAL MONTESSORI CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-431-2534
PRE-SCHOOL (FACILITY-BASED PROGRAM),LESSARD COMMUNITY LEAGUE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,790-993-6579
DAY CARE (FACILITY-BASED PROGRAM),LESSARD DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-481-7817
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LESSARD DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-481-7817
DAY CARE (FACILITY-BASED PROGRAM),LETHBRIDGE MONTESSORI SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,403-327-5271
DAY CARE (FACILITY-BASED PROGRAM),"LETHBRIDGE MONTESSORI SCHOOL LTD, FORESTRY","4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",140,403-327-5222
PRE-SCHOOL (FACILITY-BASED PROGRAM),LETHBRIDGE PLAY AND LEARN PRESCHOOL SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,403-329-8414
DAY CARE (FACILITY-BASED PROGRAM),LI'L EINSTEINS INC LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-807-1229
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LI'L EINSTEINS INC LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-807-1229
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LIGHT OF CHRIST OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-623-3667
PRE-SCHOOL (FACILITY-BASED PROGRAM),LIGHT OF CHRIST OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-623-3667
DAY CARE (FACILITY-BASED PROGRAM),LIL SASH DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-943-2965
DAY CARE (FACILITY-BASED PROGRAM),LIL' BEE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",52,780-501-9209
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LIL' BEE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",52,780-501-9209
PRE-SCHOOL (FACILITY-BASED PROGRAM),LIL' DREAMERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,403-337-2424
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LIL' DREAMERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,403-337-2424
DAY CARE (FACILITY-BASED PROGRAM),LIL' DREAMERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,403-337-2424
DAY CARE (FACILITY-BASED PROGRAM),LIL' SPROUTS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-933-4649
PRE-SCHOOL (FACILITY-BASED PROGRAM),LIL' STARS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-704-1155
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LILLIPUT DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,780-426-2720
DAY CARE (FACILITY-BASED PROGRAM),LILLIPUT DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,780-426-2720
PRE-SCHOOL (FACILITY-BASED PROGRAM),LINDEN PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,403-546-3863
DAY CARE (FACILITY-BASED PROGRAM),LION KING DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-794-2121
DAY CARE (FACILITY-BASED PROGRAM),LITTLE ANGELS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,403-980-5677
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE ANGELS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,403-980-5677
DAY CARE (FACILITY-BASED PROGRAM),LITTLE ANGELS' DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,780-450-3321
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE ANGELS' DAYCARE AND OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-465-6520
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE ASPEN PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",15,780-434-2687
DAY CARE (FACILITY-BASED PROGRAM),LITTLE BEE EARLY LEARNING ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",23,587-709-0660
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE BLESSINGS CHRISTIAN PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-440-6037
DAY CARE (FACILITY-BASED PROGRAM),LITTLE BUNNIES LEARNING CENTRE AND OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-474-4972
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE BUNNIES LEARNING CENTRE AND OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-474-4972
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE CHAMPIONS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",73,780-965-2214
DAY CARE (FACILITY-BASED PROGRAM),LITTLE CHAMPIONS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",73,780-965-2214
DAY CARE (FACILITY-BASED PROGRAM),LITTLE CHAMPS DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",83,587-758-7794
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE CHAMPS DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",83,587-758-7794
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE CHAMPS DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",83,587-758-7794
DAY CARE (FACILITY-BASED PROGRAM),LITTLE DUCKLING DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-638-1713
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE DUCKLING DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-638-1713
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE EINSTEINS DAYCARE @ ST. ALBERT INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",101,780-569-5001
DAY CARE (FACILITY-BASED PROGRAM),LITTLE EINSTEINS DAYCARE @ ST. ALBERT INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",101,780-569-5001
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE EINSTEINS OSC AT BATURYN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,780-457-2475
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE EINSTEINS OSC AT ST. CHARLES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-472-1936
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE EXPLORER'S PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-977-1100
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE EXPLORERS CHILD CARE & DISCOVERY CENTRE - DAY CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-856-8111
DAY CARE (FACILITY-BASED PROGRAM),LITTLE EXPLORERS CHILD CARE & DISCOVERY CENTRE - DAY CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-856-8111
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE EXPLORERS CHILD CARE & DISCOVERY CENTRE - DAY CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-856-8111
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE FEET BIG STEPS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-906-8542
DAY CARE (FACILITY-BASED PROGRAM),LITTLE FEET BIG STEPS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-906-8542
DAY CARE (FACILITY-BASED PROGRAM),LITTLE FLOWER CHILDCARE CENTRE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-230-5444
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE FLOWER CHILDCARE CENTRE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-230-5444
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE FLOWERS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-965-6066
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE FLOWERS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-965-6066
DAY CARE (FACILITY-BASED PROGRAM),LITTLE FLOWERS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-965-6066
DAY CARE (FACILITY-BASED PROGRAM),LITTLE FOOTSTEPS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",58,780-591-5775
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE FOOTSTEPS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",58,780-591-5775
DAY CARE (FACILITY-BASED PROGRAM),LITTLE FOREST DWELLERS EARLY LEARNING CHILDCARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,587-575-9465
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE FRIENDS NURSERY CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-499-2145
DAY CARE (FACILITY-BASED PROGRAM),LITTLE GENIUS DAYCARE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,780-457-8215
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE GENIUS DAYCARE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,780-457-8215
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE GOLDEN DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-426-6871
DAY CARE (FACILITY-BASED PROGRAM),LITTLE GOLDEN DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-426-6871
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE HANDS LEARNING PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-974-7641
DAY CARE (FACILITY-BASED PROGRAM),LITTLE HANDS MONTESSORI ACADEMY LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,403-982-5462
DAY CARE (FACILITY-BASED PROGRAM),LITTLE HAVEN DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,587-784-6247
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE HAVEN DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,587-784-6247
DAY CARE (FACILITY-BASED PROGRAM),LITTLE HEARTPRINTS ACADEMY INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-829-1014
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE KIDS ACTIVE LEARNERS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,403-567-4485
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE LAMBS CHRISTIAN PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-892-6627
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE LAMBS CHRISTIAN PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,780-674-2788
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEADERS - PRAIRIE WATERS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-613-3172
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEADERS - EAST LAKE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-389-6537
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEADERS - KINDER CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-619-4354
DAY CARE (FACILITY-BASED PROGRAM),LITTLE LEADERS LEARN & PLAY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-553-0087
DAY CARE (FACILITY-BASED PROGRAM),LITTLE LEARNERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,780-758-9144
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEARNERS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,780-758-9144
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEARNERS DAYCARE CAMPBELL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",91,780-460-0192
DAY CARE (FACILITY-BASED PROGRAM),LITTLE LEARNERS DAYCARE CAMPBELL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",91,780-460-0192
DAY CARE (FACILITY-BASED PROGRAM),LITTLE LEARNERS PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,403-279-0969
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE LEARNERS PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,403-279-0969
DAY CARE (FACILITY-BASED PROGRAM),LITTLE LEARNING HOUSE INC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-903-4770
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE LEARNING HOUSE INC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-903-4770
DAY CARE (FACILITY-BASED PROGRAM),LITTLE MOUNTAINEERS LEARNING CENTRE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,403-753-5015
DAY CARE (FACILITY-BASED PROGRAM),LITTLE MUNCHKINS CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-478-4523
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE MUNCHKINS CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-478-4523
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",128,587-524-6366
DAY CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",128,587-524-6366
DAY CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE BELMONT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,587-524-6366
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE NEMO'S DAYCARE BELMONT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,587-524-6366
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE OTTERS DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-986-6848
DAY CARE (FACILITY-BASED PROGRAM),LITTLE OTTERS DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-986-6848
DAY CARE (FACILITY-BASED PROGRAM),LITTLE OWL LEARNING CENTRE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",78,403-527-9934
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE OWL LEARNING CENTRE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",78,403-527-9934
DAY CARE (FACILITY-BASED PROGRAM),LITTLE PEARLS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",53,780-710-2107
DAY CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLE'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,780-437-7429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLE'S DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,780-437-7429
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE PEOPLES @ HERITAGE OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-438-0363
DAY CARE (FACILITY-BASED PROGRAM),LITTLE RASCALS CHILD CARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",14,709-572-0845
DAY CARE (FACILITY-BASED PROGRAM),LITTLE ROOTS LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",37,403-473-5955
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SAPLINGS MONTESSORI PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,587-474-0174
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",73,780-425-9688
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE ECS LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",92,403-471-5225
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE GREENVIEW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",179,403-769-9515
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE GREENVIEW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",179,403-769-9515
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,403-452-4320
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOLARS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,403-452-4320
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SCHOLARS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",17,403-348-9750
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SCHOOL AGE PROGRAM LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-896-8271
DAY CARE (FACILITY-BASED PROGRAM),LITTLE SPROUTS EARLY LEARNING CENTRE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,587-486-8799
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE SPROUTS PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-945-0028
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STAR OUT OF SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,587-877-7827
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,403-885-0138
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,403-885-0138
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STAR PLAY SCHOOL AND OUT OF SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,403-885-0138
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,780-819-3447
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS DAYCARE AND PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",132,403-457-7787
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STARS DAYCARE AND PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",132,403-457-7787
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-241-6261
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STARS MONTESSORI EARLY LEARNING CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",49,780-571-4500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STARS MONTESSORI EARLY LEARNING CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",49,780-571-4500
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,403-605-6354
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-842-3808
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,403-605-6354
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,403-605-6354
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS - EARL GREY OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,403-554-3605
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - EARL GREY OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,403-554-3605
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - GOOD SHEPHERD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",115,403-710-8327
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - NORTHERN LIGHTS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",140,403-710-8327
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS - ST VERONICA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-710-8327
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-369-5815
DAY CARE (FACILITY-BASED PROGRAM),LITTLE STEPS DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-580-2293
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE STEPS DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-580-2293
PRE-SCHOOL (FACILITY-BASED PROGRAM),LITTLE STEPS PRESCHOOL - AIRDRIE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-710-8327
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES CHILDREN'S CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-872-7504
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES CHILDREN'S CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-872-7504
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,403-452-4746
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC. - AIRDRIE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",148,403-948-9933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INC. - AIRDRIE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",148,403-948-9933
DAY CARE (FACILITY-BASED PROGRAM),LITTLE TREASURES INGLEWOOD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,587-356-1455
DAY CARE (FACILITY-BASED PROGRAM),LITTLE VILLAGE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-907-4019
